"cardmarketId","name","collectorNumber","rarity","expansion","expansionCode","scryfallId","tcgplayerId"
868007,"Aegislash","057","Uncommon","Nihil Zero","m3",,
877474,"Aegislash","058","Uncommon","Perfect Order","POR",,
890300,"Aegislash","189","Illustration Rare","Black Sparkle","SV3s",,
740673,"Aegislash ex","135","Double Rare","Paradox Rift","PAR",,
740773,"Aegislash ex","230","Ultra Rare","Paradox Rift","PAR",,
741872,"Aegislash ex","045","Double Rare","Future Flash","sv4M",,
741909,"Aegislash ex","082","Ultra Rare","Future Flash","sv4M",,
789468,"Aegislash ex","135","Oversized","Paradox Rift","PAR",,
848564,"Aegislash ex","101","Double Rare","Dark Crystal Blaze","CSV5C",,
848636,"Aegislash ex","146","Ultra Rare","Dark Crystal Blaze","CSV5C",,
890257,"Aegislash ex","166","Ultra Rare","Paradox Encounters","SV4s",,
311407,"Aegislash EX","65a","Promo","Phantom Forces","PHF",,
281871,"Aegislash EX","65","Ultra Rare","Phantom Forces","PHF",,
561895,"Aegislash EX","087","Fixed","The Best of XY","BXY",,
561987,"Aegislash EX","179","Fixed","The Best of XY","BXY",,
563944,"Aegislash EX","005","Fixed","Hyper Metal Chain Deck","XYb",,
512340,"Aegislash V","126","Ultra Rare","Vivid Voltage","VIV",,
512595,"Aegislash V","177","Ultra Rare","Vivid Voltage","VIV",,
520835,"Aegislash V","108","Ultra Rare","Shocking Volt Tackle","s4",,
499755,"Aegislash V","80","Double Rare","Shocking Volt Tackle","s4",,
844476,"Aegislash V","034","Double Rare","Brilliant Counterattack","CS2.5C",,
844507,"Aegislash V","065","Ultra Rare","Brilliant Counterattack","CS2.5C",,
499760,"Aegislash VMAX","81","Triple Rare","Shocking Volt Tackle","s4",,
512660,"Aegislash VMAX","190","Secret Rare","Vivid Voltage","VIV",,
520870,"Aegislash VMAX","115","Secret Rare","Shocking Volt Tackle","s4",,
512345,"Aegislash VMAX","127","Ultra Rare","Vivid Voltage","VIV",,
844477,"Aegislash VMAX","035","Triple Rare","Brilliant Counterattack","CS2.5C",,
844516,"Aegislash VMAX","074","Rainbow Rare","Brilliant Counterattack","CS2.5C",,
273862,"Aerodactyl","1","Holo Rare","Fossil","FO",,
273877,"Aerodactyl","16","Rare","Fossil","FO",,
274601,"Aerodactyl","15","Rare","Neo Revelation","NR",,
275259,"Aerodactyl","1","Rare","Skyridge","SK",,
275573,"Aerodactyl","1","Promo","Fossil","FO",,
276878,"Aerodactyl","1","Holo Rare","EX Legend Maker","LM",,
280381,"Aerodactyl","53","Rare","Dark Explorers","DEX",,
369057,"Aerodactyl","130","Rare","Team Up","TEU",,
548881,"Aerodactyl",,"Uncommon","Expansion Sheet","EXS",,
289897,"Aerodactyl","76","Rare","Fates Collide","FCO",,
558436,"Aerodactyl","076","Uncommon","Tag Bolt","sm9",,
562998,"Aerodactyl","056","Uncommon","Awakening Psychic King","XY10",,
569272,"Aerodactyl","039","Uncommon","Dark Rush","BW4",,
584738,"Aerodactyl",,"Holo Rare","Mystery of the Fossils","MFO",,
606716,"Aerodactyl",,"Holo Rare","Awakening Legends","N3",,
653968,"Aerodactyl","059","Uncommon","Split Earth","EC4",,
678823,"Aerodactyl","315","Promo","Sword & Shield Promos","S-P",,
719595,"Aerodactyl","142","Rare","Pokémon Card 151","sv2a",,
733737,"Aerodactyl","142","Rare","151","MEW",,
765289,"Aerodactyl","060","Holo Rare","Mirage Forest","PCG5",,
819208,"Aerodactyl","142","Rare","Collect 151","151C",,
837509,"Aerodactyl","142","Rare","Pokémon Card 151: Additionals","xsv2a",,
837508,"Aerodactyl","142","Rare","Pokémon Card 151: Additionals","xsv2a",,
850751,"Aerodactyl","123","Uncommon","Shining Synergy - Supreme","CSM2bC",,
852944,"Aerodactyl","186","Promo","Sword & Shield Simplified Chinese Promos","S-P/CS",,
278629,"Aerodactyl [GL] Lv. 62","55","Common","Rising Rivals","RR",,
678129,"Aerodactyl [GL] Lv. 62","049","Uncommon","Bonds to the End of Time","Pt2",,
275871,"Aerodactyl ex","94","Ultra Rare","EX Sandstorm","SS",,
784257,"Aerodactyl ex","055","Ultra Rare","Magma VS Aqua: Two Ambitions","ADVex1",,
289817,"Aerodactyl EX","97","Promo","XY Black Star Promos","XYPR",,
553618,"Aerodactyl EX","182","Promo","XY Promos","XY-P",,
388907,"Aerodactyl GX","224","Ultra Rare","Unified Minds","UNM",,
389012,"Aerodactyl GX","244","Secret Rare","Unified Minds","UNM",,
557007,"Aerodactyl GX","045","Double Rare","Miracle Twin","sm11",,
557062,"Aerodactyl GX","100","Secret Rare","Miracle Twin","sm11",,
557072,"Aerodactyl GX","110","Secret Rare","Miracle Twin","sm11",,
381441,"Aerodactyl GX","106","Ultra Rare","Unified Minds","UNM",,
850720,"Aerodactyl GX","094","Double Rare","Shining Synergy - Supreme","CSM2bC",,
850820,"Aerodactyl GX","172","Ultra Rare","Shining Synergy - Supreme","CSM2bC",,
278064,"Aerodactyl Lv.44","15","Rare","Majestic Dawn","MD",,
698640,"Aerodactyl Lv.44",,"Rare","Dawn Dash","DP4d",,
278885,"Aerodactyl Lv.47","13","Rare","Arceus","AR",,
676184,"Aerodactyl Lv.47","051","Rare","Advent of Arceus","Pt4",,
289819,"Aerodactyl Spirit Link","99","Promo","XY Black Star Promos","XYPR",,
553643,"Aerodactyl Spirit Link","187","Promo","XY Promos","XY-P",,
667931,"Aerodactyl V","056","Double Rare","Lost Abyss","s11",,
668223,"Aerodactyl V","105","Secret Rare","Lost Abyss","s11",,
668224,"Aerodactyl V","106","Secret Rare","Lost Abyss","s11",,
674105,"Aerodactyl V","092","Ultra Rare","Lost Origin","LOR",,283980
674184,"Aerodactyl V","179","Ultra Rare","Lost Origin","LOR",,284123
674185,"Aerodactyl V","180","Ultra Rare","Lost Origin","LOR",,284122
841721,"Aerodactyl V","061","Double Rare","Azure Shadow - Pursuit","CS6bC",,
841801,"Aerodactyl V","141","Ultra Rare","Azure Shadow - Pursuit","CS6bC",,
841802,"Aerodactyl V","142","Special Illustration Rare","Azure Shadow - Pursuit","CS6bC",,
667932,"Aerodactyl VSTAR","057","Triple Rare","Lost Abyss","s11",,
668236,"Aerodactyl VSTAR","118","Secret Rare","Lost Abyss","s11",,
670815,"Aerodactyl VSTAR","093","Ultra Rare","Lost Origin","LOR",,282255
674203,"Aerodactyl VSTAR","199","Secret Rare","Lost Origin","LOR",,284154
841722,"Aerodactyl VSTAR","062","Triple Rare","Azure Shadow - Pursuit","CS6bC",,
841821,"Aerodactyl VSTAR","161","Rainbow Rare","Azure Shadow - Pursuit","CS6bC",,
277005,"Aerodactyl δ Delta Species","35","Uncommon","EX Holon Phantoms","HP",,
763472,"Aerodactyl δ Delta Species","009","Uncommon","Holon Phantom","PCG7",,
365804,"Aether Foundation Employee","168","Uncommon","Lost Thunder","LOT",,
397042,"Aether Foundation Employee","SV81","Ultra Rare","Hidden Fates","HIF",,
469654,"Aether Foundation Employee","219","Promo","Sun & Moon Promos","SM-P",,
551251,"Aether Foundation Employee","151","Ultra Rare","GX Ultra Shiny","sm8b",,
297568,"Aether Paradise Conservation Area","116","Uncommon","Guardians Rising","GRI",,
397082,"Aether Paradise Conservation Area","SV87","Secret Rare","Hidden Fates","HIF",,
558257,"Aether Paradise Conservation Area","070","Secret Rare","Night Unison","sm9a",,
560143,"Aether Paradise Conservation Area","110","Fixed","GX Battle Boost","sm4+",,
561516,"Aether Paradise Conservation Area","050","Uncommon","Islands Await You","sm2k",,
564838,"Aether Paradise Conservation Area","033","Fixed","Tag Team GX Premium Trainer Box","smJ",,
565060,"Aether Paradise Conservation Area","009","Fixed","Ultra Sun & Ultra Moon Premium Trainer Box","smF",,
853448,"Aether Paradise Conservation Area","146","Uncommon","Storming Emergence - Verdant","CSM1bC",,
853506,"Aether Paradise Conservation Area","203","Secret Rare","Storming Emergence - Verdant","CSM1bC",,
886814,"Aether Paradise Conservation Area","j010","Fixed","Battle Party Set","CSMPC",,
887692,"Aether Paradise Conservation Area","317","Fixed","Storming Emergence GX Starter Deck","CSM1DC",,
560853,"Agatha","065","Uncommon","Jet Black Spirit","s6k",,
560982,"Agatha","081","Ultra Rare","Jet Black Spirit","s6k",,
560989,"Agatha","089","Secret Rare","Jet Black Spirit","s6k",,
567237,"Agatha","129","Uncommon","Chilling Reign","CRE",,
567294,"Agatha","186","Ultra Rare","Chilling Reign","CRE",,
567318,"Agatha","210","Secret Rare","Chilling Reign","CRE",,
588100,"Agatha","390","Fixed","Start Deck 100","sI100",,
843579,"Agatha","117","Uncommon","Primordial Arts - Overgrow","CS3aC",,
843611,"Agatha","149","Ultra Rare","Primordial Arts - Overgrow","CS3aC",,
843632,"Agatha","171","Rainbow Rare","Primordial Arts - Overgrow","CS3aC",,
860983,"Agatha","a018","Fixed","Happy Set Pikachu & Clefairy & Turtwig & Gimmighoul","CSVH1C",,
882631,"Agatha","151","Fixed","Primordial Arts V Starter Deck","CS3DC",,
887332,"Agatha","174","Fixed","Battle Party Shining Dream","CSVE2C",,
275649,"Aggron","1","Holo Rare","EX Ruby & Sapphire","RS",,
276879,"Aggron","2","Holo Rare","EX Legend Maker","LM",,
277307,"Aggron","1","Holo Rare","EX Power Keepers","PK",,
279531,"Aggron","1","Holo Rare","Triumphant","TM",,
311915,"Aggron","67","Holo Rare","Crimson Invasion","CIN",,
483494,"Aggron","123","Holo Rare","Darkness Ablaze","DAA",,
372414,"Aggron","125","Rare","Unbroken Bonds","UNB",,
463549,"Aggron","53","Rare","Explosive Flame Walker","S2A",,
280519,"Aggron","80","Holo Rare","Dragons Exalted","DRX",,
281080,"Aggron","59","Rare","Plasma Blast","PLB",,
558152,"Aggron","034","Uncommon","Full Metal Wall","sm9b",,
560346,"Aggron","034","Rare","Awakened Heroes","sm4s",,
560466,"Aggron","050","Uncommon","Silver Lance","s6h",,
567219,"Aggron","111","Rare","Chilling Reign","CRE",,
567562,"Aggron","050","Uncommon","Megalo Cannon","BW9",,
567940,"Aggron","038","Fixed","Everyone's Exciting Battle","WAK",,
569169,"Aggron","037","Rare","Dragon Blast","BW5t",,
588008,"Aggron","298","Fixed","Start Deck 100","sI100",,
668840,"Aggron","055","Holo Rare","Clash at the Summit","L3",,
680206,"Aggron","067","Rare","Paradigm Trigger","s12",,
691807,"Aggron","089","Holo Rare","Crown Zenith","CRZ",,478226
765309,"Aggron","075","Holo Rare","Mirage Forest","PCG5",,
765740,"Aggron","065","Rare","World Champions Pack","WCP",,
767168,"Aggron","075","Uncommon","Mask of Change","sv6",,
769296,"Aggron","122","Uncommon","Twilight Masquerade","TWM",,
784535,"Aggron","051","Holo Rare","ADV Expansion Pack","ADV1",,
841551,"Aggron","082","Rare","Azure Shadow - Roar","CS6aC",,
843860,"Aggron","090","Uncommon","Primordial Arts - Torrent","CS3bC",,
847581,"Aggron","087","Rare","Dynamax Clash - Flame","CS1bC",,
849541,"Aggron","099","Uncommon","Shining Synergy - Shower","CSM2aC",,
877131,"Aggron","140","Uncommon","Brilliant Fantasy","CSV8C",,
886767,"Aggron","h003","Fixed","Battle Party Set","CSMPC",,
887070,"Aggron","135","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
887545,"Aggron","170","Fixed","Storming Emergence GX Starter Deck","CSM1DC",,
275872,"Aggron ex","95","Ultra Rare","EX Sandstorm","SS",,
277170,"Aggron ex","89","Ultra Rare","EX Crystal Guardians","CG",,
762630,"Aggron ex","066","Ultra Rare","Miracle Crystal","PCG8",,
784420,"Aggron ex","046","Ultra Rare","Miracle of the Desert","ADV2",,
273624,"Aggron EX","93","Ultra Rare","Primal Clash","PRC",,
273684,"Aggron EX","153","Ultra Rare","Primal Clash","PRC",,
563879,"Aggron EX","045","Double Rare","Gaia Volcano","XY5g",,
563909,"Aggron EX","075","Secret Rare","Gaia Volcano","XY5g",,
277630,"Aggron Lv.49","1","Holo Rare","Mysterious Treasures","MT",,
699101,"Aggron Lv.49",,"Holo Rare","Secret of the Lakes","DP2",,
278588,"Aggron Lv.53","14","Rare","Rising Rivals","RR",,
678145,"Aggron Lv.53","065","Rare","Bonds to the End of Time","Pt2",,
273654,"Aggron Spirit Link","123","Uncommon","Primal Clash","PRC",,
563899,"Aggron Spirit Link","065","Uncommon","Gaia Volcano","XY5g",,
588009,"Aggron V","299","Fixed","Start Deck 100","sI100",,
608642,"Aggron V","096","Ultra Rare","Brilliant Stars","BRS",,263814
588010,"Aggron VMAX","300","Fixed","Start Deck 100","sI100",,
608643,"Aggron VMAX","097","Ultra Rare","Brilliant Stars","BRS",,263815
274426,"Aipom","26","Uncommon","Neo Genesis","NG",,
274627,"Aipom","41","Common","Neo Revelation","NR",,
276680,"Aipom","34","Uncommon","EX Unseen Forces","UF",,
279199,"Aipom","43","Common","Unleashed","UL",,
279585,"Aipom","55","Common","Triumphant","TM",,
280538,"Aipom","99","Common","Dragons Exalted","DRX",,
408469,"Aipom","169","Common","Cosmic Eclipse","CEC",,
467179,"Aipom","244","Promo","SM Black Star Promos","SM",,214272
471569,"Aipom","387","Promo","Sun & Moon Promos","SM-P",,
554973,"Aipom","075","Common","Alter Genesis","sm12",,
275140,"Aipom","67","Common","Aquapolis","AQ",,83487
291650,"Aipom","90","Common","Steam Siege","STS",,
562662,"Aipom","044","Common","Fever-Burst Fighter","XY11f",,
569175,"Aipom","043","Common","Dragon Blast","BW5t",,
606468,"Aipom",,"Uncommon","Gold, Silver, to a New World...","N1",,
606721,"Aipom",,"Common","Awakening Legends","N3",,
652061,"Aipom","067","Common","Wind from the Sea","EC3",,
656383,"Aipom","059","Common","Dark Phantasma","s10a",,
664612,"Aipom","057","Common","Pokémon GO Enhanced Expansion Pack","s10b",,
665280,"Aipom","056","Common","Pokémon GO","PGO",,276975
668853,"Aipom","068","Common","Clash at the Summit","L3",,
670049,"Aipom","056","Common","SoulSilver Collection","L1SS",,
674154,"Aipom","144","Common","Lost Origin","LOR",,284070
740684,"Aipom","145","Common","Paradox Rift","PAR",,
740754,"Aipom","211","Illustration Rare","Paradox Rift","PAR",,
741878,"Aipom","051","Common","Future Flash","sv4M",,
741902,"Aipom","075","Illustration Rare","Future Flash","sv4M",,
767179,"Aipom","086","Common","Mask of Change","sv6",,
769311,"Aipom","137","Common","Twilight Masquerade","TWM",,
782787,"Aipom","082","Common","Golden Sky, Silvery Ocean","PCG4",,
842760,"Aipom","108","Common","Brave Stars - Brave","CS5bC",,
849582,"Aipom","121","Common","Shining Synergy - Shower","CSM2aC",,
850574,"Aipom","066","Common","Inferno X","m2",,
852054,"Aipom","022","Fixed","Happy Set Altaria & Latios & Infernape & Maushold","CSVH3C",,
857653,"Aipom","078","Common","Phantasmal Flames","PFL",,
858085,"Aipom","104","Common","True Mystery","CSV6C",,
858940,"Aipom","112","Fixed","Travel Special Pack","CSVL2C",,
890243,"Aipom","152","Illustration Rare","Paradox Encounters","SV4s",,
278100,"Aipom Lv.15","51","Common","Majestic Dawn","MD",,
698528,"Aipom Lv.15",,"Fixed","Magmortar vs Electivire Deck Kit","MEDK",,
278099,"Aipom Lv.16","50","Common","Majestic Dawn","MD",,
690709,"Aipom Lv.16",,"Fixed","Entry Pack '08","EP08",,
277699,"Aipom Lv.17","70","Common","Mysterious Treasures","MT",,
566605,"Aipom Lv.17","044","Promo","DP Promos","DP-P",,
699084,"Aipom Lv.17",,"Common","Secret of the Lakes","DP2",,
436874,"Air Balloon","156","Uncommon","Sword & Shield","SSH",,
439503,"Air Balloon","213","Secret Rare","Sword & Shield","SSH",,
467274,"Air Balloon","57","Uncommon","Sword","s1W",,
467279,"Air Balloon","75","Secret Rare","Sword","s1W",,
482219,"Air Balloon","105","Fixed","V Starter Decks","sD",,
521755,"Air Balloon","171","Common","Shiny Star V","s4a",,
534007,"Air Balloon","17","Fixed","Single Strike & Rapid Strike Premium Trainer Boxes","sF",,
586661,"Air Balloon","145","Fixed","VMAX Climax","s8b",,
606524,"Air Balloon","021","Fixed","Premium Trainer Box VSTAR","sKV",,
697166,"Air Balloon","SSH 156","Promo","Play! Pokémon Prize Pack Series One","PPS1",,476086
828634,"Air Balloon","082","Uncommon","Black Bolt JP","sv11B",,
835817,"Air Balloon","SSH 156","Prize Pack Series","Play! Pokémon Prize Pack Series One","PPS1",,
836066,"Air Balloon","079","Uncommon","Black Bolt","BLK",,
836470,"Air Balloon","079","Uncommon","Black Bolt: Additionals","xBLK",,
838031,"Air Balloon","082","Uncommon","Black Bolt JP: Additionals","xsv11B",,
840128,"Air Balloon","030","Fixed","Premium Trainer Box MEGA","mAA",,
840379,"Air Balloon","084","Ultra Rare","Mega Brave","m1L",,
846801,"Air Balloon","017","Fixed","MEGA Starter Set Mega Diancie ex","mBD",,
846835,"Air Balloon","018","Fixed","MEGA Starter Set Mega Gengar ex","mBG",,
847623,"Air Balloon","128","Uncommon","Dynamax Clash - Flame","CS1bC",,
847713,"Air Balloon","197","Secret Rare","Dynamax Clash - Flame","CS1bC",,
851237,"Air Balloon","166","Ultra Rare","Mega Evolution","MEG",,
855028,"Air Balloon","BLK 079","Promo","Southeast Asia Promos","SEA",,
858268,"Air Balloon","050","Promo","M-P Promos","M-P",,
859886,"Air Balloon","280","Promo","Scarlet & Violet Indonesian Promos","SV-P/ID",,
859952,"Air Balloon","038","Promo","M-P Traditional Chinese Promos","M-P/CT",,
859961,"Air Balloon","047","Promo","M-P Traditional Chinese Promos","M-P/CT",,
859985,"Air Balloon","021","Promo","M-P Thai Promos","M-P/TH",,
860038,"Air Balloon","039","Promo","M-P Indonesian Promos","M-P/ID",,
860089,"Air Balloon","167","Ultra Rare","Mega Evolution ID/TH","MA1",,
861408,"Air Balloon","165","Fixed","MEGA Dream ex","m2a",,
863990,"Air Balloon","688","Fixed","MEGA Start Deck 100 Battle Collection","mC",,
864407,"Air Balloon","BLK 079","Prize Pack Series","Play! Pokémon Prize Pack Series Eight","PPS8",,
869792,"Air Balloon","181","Uncommon","Ascended Heroes","ASC",,
873879,"Air Balloon","081","Promo","M-P Promos","M-P",,
882271,"Air Balloon","017","Fixed","Dynamax Clash Deck Building Box","CSAC",,
884311,"Air Balloon","079","Uncommon","WCD 2025","WCD25",,
884410,"Air Balloon","079","Uncommon","WCD 2025","WCD25",,
887124,"Air Balloon","189","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
273696,"Alakazam","1","Holo Rare","Base Set","BS",,
273924,"Alakazam","1","Holo Rare","Base Set 2","B2",,
274766,"Alakazam","1","Holo Rare","Legendary Collection","LC",,
274876,"Alakazam","1","Holo Rare","Expedition Base Set","EX",,
274908,"Alakazam","33","Rare","Expedition Base Set","EX",,
275238,"Alakazam","H1","Holo Rare","Skyridge","SK",,
275260,"Alakazam","2","Rare","Skyridge","SK",,
362878,"Alakazam","1","Oversized","Expedition Base Set","EX",,
557700,"Alakazam",,"Holo Rare","Expansion Pack","EXP",,
571822,"Alakazam",,"Promo","Unnumbered Promos","UNP",,
650674,"Alakazam","084","Rare","Base Expansion Pack","EC1",,
650706,"Alakazam","116","Holo Rare","Base Expansion Pack","EC1",,
653937,"Alakazam","042","Rare","Split Earth","EC4",,
653938,"Alakazam","043","Holo Rare","Split Earth","EC4",,
660227,"Alakazam","1","Holo Rare","Base Set","BS",,106996
767142,"Alakazam","049","Rare","Mask of Change","sv6",,
769256,"Alakazam","082","Rare","Twilight Masquerade","TWM",,
803172,"Alakazam","059","Fixed","Terastal Festival ex","sv8a",,
812590,"Alakazam","082","Promo","Twilight Masquerade","TWM",,
837694,"Alakazam","059","Fixed","Terastal Festival ex: Additionals","xsv8a",,
837695,"Alakazam","059","Fixed","Terastal Festival ex: Additionals","xsv8a",,
840597,"Alakazam","038","Rare","Mega Symphonia","m1S",,
840630,"Alakazam","071","Illustration Rare","Mega Symphonia","m1S",,
851047,"Alakazam","003","Promo","MEP Black Star Promos","MEP",,
851048,"Alakazam","003","Promo","MEP Black Star Promos","MEP",,
851055,"Alakazam","009","Promo","MEP Black Star Promos","MEP",,
851056,"Alakazam","009","Promo","MEP Black Star Promos","MEP",,
851127,"Alakazam","056","Rare","Mega Evolution","MEG",,
860060,"Alakazam","138","Illustration Rare","Mega Evolution ID/TH","MA1",,
877057,"Alakazam","075","Rare","Brilliant Fantasy","CSV8C",,
878479,"Alakazam","058","Promo","M-P Traditional Chinese Promos","M-P/CT",,
